İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,tramer,Fiyat
24743248,13 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,30.000 km,Düz,Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Belirtilmemiş,,Sahibinden,,825.000 TL
24741497,13 Mart 2024,Hyundai,Tucson,1.6 CRDi Elite Plus,2021,25.000 km,Yarı Otomatik,Dizel,Crossover,Mavi,1598 cc,136 hp,4WD (Sürekli),İkinci El,,54 lt,Belirtilmemiş,,Sahibinden,,1.790.000 TL
24737695,13 Mart 2024,Peugeot,2008,1.2 PureTech Active,2021,34.000 km,Otomatik,Benzin,Crossover,Gri,1199 cc,132 hp,Önden Çekiş,İkinci El,"4,8 lt",44 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.295.000 TL
24746477,13 Mart 2024,Peugeot,2008,1.5 BlueHDI GT,2021,20.300 km,Otomatik,Dizel,Crossover,Turuncu,1499 cc,132 hp,Önden Çekiş,İkinci El,,41 lt,Belirtilmemiş,,Sahibinden,,1.520.000 TL
24244416,13 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,15.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,,,50 lt,Belirtilmemiş,,Sahibinden,,812.000 TL
24743688,13 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,25.100 km,Düz,Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Belirtilmemiş,,Sahibinden,,840.000 TL
24234912,12 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,32.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,,,50 lt,Belirtilmemiş,,Sahibinden,,800.000 TL
19150499,11 Mart 2024,Fiat,Egea Cross,1.4 Fire Street,2021,38.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,750.000 TL
24730493,11 Mart 2024,Toyota,Hilux,2.4 D-4D 4x4 Adventure,2021,120.000 km,Düz,Dizel,Hard top,Beyaz,2393 cc,150 hp,4WD (Sürekli),İkinci El,,80 lt,Belirtilmemiş,,Sahibinden,,1.220.000 TL
17371019,11 Mart 2024,Volkswagen,T-Roc,1.5 TSI Highline,2021,6.001 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.650.000 TL
24727944,11 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,38.000 km,Düz,LPG & Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,830.000 TL
24726484,11 Mart 2024,Hyundai,Kona,1.0 T-GDI Style,2021,122.000 km,Yarı Otomatik,Benzin,Crossover,Gri,998 cc,120 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,896.000 TL
24187063,11 Mart 2024,Fiat,Egea Cross,1.4 Fire Street,2021,61.000 km,Düz,Benzin,Crossover,Füme,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,,Sahibinden,,765.000 TL
24726722,11 Mart 2024,Hyundai,Tucson,1.6 CRDi Elite Color Pack,2021,27.000 km,Yarı Otomatik,Dizel,SUV,Gri,,,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,,1.750.000 TL
24729658,11 Mart 2024,Toyota,Hilux,2.4 D-4D 4x2 Adventure,2021,39.000 km,Otomatik,Dizel,Hard top,Beyaz,2393 cc,150 hp,Arkadan İtiş,İkinci El,"7,1 lt",80 lt,Tamamı orjinal,,Sahibinden,,1.285.000 TL
24723736,10 Mart 2024,Peugeot,2008,1.5 BlueHDI Active,2021,56.000 km,Düz,Dizel,Crossover,Füme,1499 cc,102 hp,Önden Çekiş,İkinci El,,41 lt,Belirtilmemiş,,Sahibinden,,1.190.000 TL
24717299,09 Mart 2024,Volkswagen,T-Roc,1.5 TSI Highline,2021,28.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,6 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.500.000 TL
24712724,09 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,106.000 km,Düz,LPG & Benzin,Crossover,Mavi,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,820.000 TL
24191822,09 Mart 2024,Fiat,Egea Cross,1.4 Fire Lounge,2021,20.500 km,Düz,Benzin,Crossover,Mavi (metalik),1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,875.000 TL
24710176,08 Mart 2024,Ford,Ranger,2.0 EcoBlue 4x4 Wild Trak,2021,17.000 km,Otomatik,Dizel,Hard top,Turuncu,1996 cc,213 hp,4WD (Sürekli),İkinci El,"7,8 lt",80 lt,Belirtilmemiş,,Sahibinden,,1.615.000 TL
24705053,08 Mart 2024,Fiat,Egea Cross,1.4 Fire Lounge,2021,21.000 km,Düz,LPG & Benzin,Crossover,Mavi,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,945.000 TL
24197825,08 Mart 2024,Peugeot,5008,1.5 BlueHDI GT,2021,36.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,132 hp,Önden Çekiş,İkinci El,"4,1 lt",56 lt,Tamamı orjinal,,Sahibinden,,1.850.000 TL
24702250,07 Mart 2024,Peugeot,3008,1.6 PureTech GT,2021,56.000 km,Otomatik,Benzin,Crossover,Gri,1598 cc,182 hp,Önden Çekiş,İkinci El,"5,6 lt",53 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.700.000 TL
24702944,07 Mart 2024,Kia,Sportage,1.6 GDI Cool,2021,15.000 km,Düz,Benzin,Crossover,Kırmızı,1591 cc,132 hp,Önden Çekiş,İkinci El,"6,9 lt",62 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.200.000 TL
24700932,07 Mart 2024,Ford,EcoSport,1.0 EcoBoost Style,2021,30.500 km,Otomatik,Benzin,Crossover,Beyaz,998 cc,125 hp,Önden Çekiş,İkinci El,"6,4 lt",52 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,915.000 TL
24700335,07 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,14.000 km,Düz,Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,845.000 TL
24699150,07 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,85.000 km,Düz,LPG & Benzin,Crossover,Mavi (metalik),1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,12500,820.000 TL
24700370,07 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,34.750 km,Düz,LPG & Benzin,Crossover,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,830.000 TL
24699655,07 Mart 2024,Fiat,Egea Cross,1.4 Fire Urban,2021,63.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,800.000 TL
24699891,07 Mart 2024,Nissan,Qashqai,1.3 DIG-T Visia,2021,11.000 km,Yarı Otomatik,Benzin,Crossover,Gri (metalik),1332 cc,160 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.350.000 TL
23449987,06 Mart 2024,Kia,Sportage,1.6 GDI Live,2021,6.001 km,Düz,Benzin,Crossover,Gri (titanyum),1591 cc,132 hp,Önden Çekiş,İkinci El,"6,9 lt",62 lt,Belirtilmemiş,,Sahibinden,,1.090.000 TL
24697085,06 Mart 2024,Dacia,Duster,1.5 BlueDCI Comfort,2021,158.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,115 hp,4WD (Sürekli),İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,950.000 TL
23958335,06 Mart 2024,Suzuki,Vitara,1.4 Boosterjet Hibrit GL Elegance,2021,18.000 km,Otomatik,Hibrit,Crossover,Beyaz,1373 cc,131 hp,Önden Çekiş,İkinci El,"5,7 lt",47 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,1.185.000 TL
24694959,06 Mart 2024,Audi,Q3,35 TFSI S Line,2021,8.000 km,Otomatik,Benzin,SUV,Füme,1401 - 1600 cm3,-,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,2.575.000 TL
24691650,06 Mart 2024,Dacia,Duster,1.0 ECO-G Prestige,2021,6.001 km,Düz,LPG & Benzin,Crossover,Turuncu,999 cc,100 hp,Önden Çekiş,İkinci El,,33 lt,Belirtilmemiş,,Sahibinden,,925.000 TL
24692212,06 Mart 2024,Renault,Captur,1.3 TCe Touch,2021,31.200 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Tamamı orjinal,,Sahibinden,,1.057.000 TL
24690856,06 Mart 2024,MG,ZS EV,Luxury,2021,39.000 km,Otomatik,Elektrik,Crossover,Mavi,,143 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,52000,965.000 TL
24688842,06 Mart 2024,Kia,Sportage,1.6 GDI Live,2021,35.500 km,Düz,Benzin,Crossover,Gri (titanyum),1591 cc,132 hp,Önden Çekiş,İkinci El,,62 lt,Belirtilmemiş,,Sahibinden,,1.125.000 TL
24682935,05 Mart 2024,Hyundai,Bayon,1.4 MPI Style,2021,58.000 km,Otomatik,LPG & Benzin,Crossover,Füme,1368 cc,100 hp,Önden Çekiş,İkinci El,,40 lt,Belirtilmemiş,,Sahibinden,,975.000 TL
24684021,05 Mart 2024,Kia,Sportage,1.6 GDI Live,2021,21.000 km,Düz,Benzin,Crossover,Gri (metalik),1591 cc,132 hp,Önden Çekiş,İkinci El,"6,9 lt",62 lt,Tamamı orjinal,,Sahibinden,,1.129.000 TL
24683711,05 Mart 2024,Volkswagen,T-Roc,1.5 TSI Highline,2021,72.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1498 cc,150 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,1.335.000 TL
24682602,05 Mart 2024,Peugeot,2008,1.2 PureTech Active,2021,6.002 km,Otomatik,Benzin,Crossover,Gri (metalik),1199 cc,132 hp,Önden Çekiş,İkinci El,"4,8 lt",44 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.399.000 TL
25273405,03 Mayıs 2024,Land Rover,Defender,90 3.0 D,2022,23.500 km,Otomatik,Dizel,-,Füme,2501 - 3000 cm3,176 - 200 HP,-,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,,3.225.000 TL
25143667,03 Mayıs 2024,Dacia,Sandero Stepway,1.0 Tce Prestige,2022,45.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,Önden Çekiş,İkinci El,"5,2 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,846.500 TL
25271662,02 Mayıs 2024,Volkswagen,Taigo,1.0 TSI Life,2022,107.632 km,Yarı Otomatik,Benzin,Crossover,Gri,999 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.167.000 TL
25266690,02 Mayıs 2024,Citroen,C3 Aircross,1.2 PureTech Shine,2022,78.090 km,Otomatik,Benzin,Crossover,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.155.000 TL
25265783,02 Mayıs 2024,Volkswagen,T-Roc,1.5 TSI Style,2022,24.000 km,Yarı Otomatik,Benzin,Crossover,Gri,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.650.000 TL
25265426,02 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,48.000 km,Düz,LPG & Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,865.900 TL
25257981,01 Mayıs 2024,Opel,Crossland,1.2 T Elegance,2022,63.000 km,Otomatik,Benzin,Crossover,Lacivert,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.095.750 TL
25253980,01 Mayıs 2024,Citroen,C3 Aircross,1.2 PureTech Feel Bold,2022,30.000 km,Otomatik,Benzin,Crossover,Gri (metalik),1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,999.000 TL
25253706,01 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Street,2022,65.000 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,779.750 TL
25250360,01 Mayıs 2024,Volkswagen,Tiguan,1.5 TSI R-Line,2022,25.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"6,3 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,2.099.000 TL
25244560,30 Nisan 2024,Volkswagen,Taigo,1.0 TSI Life,2022,6.200 km,Yarı Otomatik,Benzin,Crossover,Füme,999 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.275.000 TL
25238045,29 Nisan 2024,Volkswagen,T-Roc,1.5 TSI R-Line,2022,9.500 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.734.000 TL
25236361,29 Nisan 2024,Cupra,Formentor,1.5 TSI,2022,22.000 km,Yarı Otomatik,Benzin,Crossover,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,6 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.850.000 TL
25236235,29 Nisan 2024,Toyota,Corolla Cross,1.8 Passion X-Pack,2022,20.954 km,Otomatik,Hibrit,Crossover,Gri,1798 cc,140 hp,Önden Çekiş,İkinci El,5 lt,43 lt,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,,1.830.000 TL
25236218,29 Nisan 2024,Toyota,Corolla Cross,1.8 Passion X-Pack,2022,7.089 km,Otomatik,Hibrit,Crossover,Lacivert,1798 cc,140 hp,Önden Çekiş,İkinci El,5 lt,43 lt,Belirtilmemiş,Takasa Uygun Değil,Yetkili Bayiden,,1.850.000 TL
25236082,29 Nisan 2024,Opel,Mokka,1.2 T Ultimate,2022,34.000 km,Otomatik,Benzin,Crossover,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,9 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.325.000 TL
22519309,28 Nisan 2024,Nissan,Qashqai,1.5 e-Power Sky Pack,2022,6.500 km,Otomatik,Hibrit,Crossover,Beyaz,1497 cc,190 hp,Önden Çekiş,,"5,4 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.760.000 TL
25008472,27 Nisan 2024,Volkswagen,T-Roc,1.5 TSI Style,2022,24.000 km,Yarı Otomatik,Benzin,Crossover,Gri,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.650.000 TL
25214658,26 Nisan 2024,Opel,Mokka-e,Ultimate,2022,24.000 km,Otomatik,Elektrik,Crossover,Yeşil (metalik),,136 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,1.210.000 TL
25197842,24 Nisan 2024,Dacia,Duster,1.3 Tce Comfort,2022,32.000 km,Düz,Benzin,Crossover,Beyaz,1332 cc,150 hp,4WD (Sürekli),İkinci El,"6,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.075.000 TL
25194971,24 Nisan 2024,Audi,Q3,35 TFSI Advanced,2022,32.000 km,Yarı Otomatik,Benzin,Crossover,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,9 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,2.225.000 TL
11044497,22 Nisan 2024,Volkswagen,T-Cross,1.0 TSI Style,2022,23.100 km,Yarı Otomatik,Benzin,Crossover,Mavi,999 cc,110 hp,Önden Çekiş,İkinci El,"5,1 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.215.000 TL
24842897,16 Nisan 2024,Renault,Captur,1.3 TCe Touch Plus,2022,6.001 km,Yarı Otomatik,Hibrit,Crossover,Mavi,1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.235.000 TL
24842146,16 Nisan 2024,Dacia,Duster,1.0 ECO-G Prestige,2022,20.000 km,Düz,LPG & Benzin,Crossover,Mavi,999 cc,100 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,935.000 TL
21395779,15 Nisan 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,30.000 km,Yarı Otomatik,Dizel,Crossover,Turuncu,1598 cc,130 hp,Önden Çekiş,,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.075.000 TL
22613364,25 Mart 2024,BMW,X1,18i sDrive M Sport,2022,6.048 km,Otomatik,Benzin,Crossover,Siyah,1499 cc,136 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,3.075.000 TL
24164267,20 Mart 2024,Mercedes - Benz,GLA,200 AMG Plus,2022,12.746 km,Otomatik,Benzin,Crossover,Füme,1332 cc,163 hp,Önden Çekiş,İkinci El,"5,6 lt",43 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.570.000 TL
24515656,03 Mayıs 2024,Volvo,XC40,1.5 T2 Plus Bright,2022,27.000 km,Otomatik,Benzin,Crossover,Mavi (metalik),1477 cc,129 hp,Önden Çekiş,İkinci El,"6,5 lt",54 lt,Belirtilmemiş,,Sahibinden,,2.360.000 TL
25278478,04 Mayıs 2024,Toyota,C-HR,1.8 Hybrid Passion,2022,19.000 km,Otomatik,Hibrit,Crossover,Gri,1798 cc,98 hp,Önden Çekiş,İkinci El,"3,8 lt",43 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.410.000 TL
25279684,04 Mayıs 2024,Volkswagen,T-Roc,1.5 TSI R-Line,2022,15.500 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.850.000 TL
25279028,04 Mayıs 2024,Isuzu,D-Max,1.9 D 4x2 V-Life,2022,46.000 km,Otomatik,Dizel,Hard top,Kırmızı,1898 cc,163 hp,Arkadan İtiş,İkinci El,"7,3 lt",76 lt,Tamamı orjinal,,Sahibinden,,1.535.000 TL
25278767,04 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,13.000 km,Düz,Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,842.000 TL
24670313,03 Mayıs 2024,Volkswagen,T-Roc,1.5 TSI Style,2022,30.000 km,Yarı Otomatik,Benzin,Crossover,Gri (titanyum),1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.569.000 TL
25276700,03 Mayıs 2024,Skoda,Kamiq,1.5 TSI Premium,2022,79.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.350.000 TL
22533545,03 Mayıs 2024,DS Automobiles,DS7 Crossback,1.5 BlueHDI Opera,2022,31.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,9 lt",55 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,67000,1.999.900 TL
25276512,03 Mayıs 2024,Renault,Captur,1.3 TCe Touch,2022,36.000 km,Yarı Otomatik,Benzin,Crossover,Gri (titanyum),1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.099.000 TL
25276569,03 Mayıs 2024,Hyundai,Tucson,1.6 T-GDi N-Line,2022,10.500 km,Yarı Otomatik,Benzin,Crossover,Füme,1598 cc,180 hp,4WD (Sürekli),İkinci El,"7,4 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.898.500 TL
25135383,03 Mayıs 2024,Citroen,C3 Aircross,1.2 PureTech Feel Bold,2022,29.000 km,Otomatik,Benzin,Crossover,Gri,1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.050.000 TL
25275512,03 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Street,2022,43.500 km,Düz,Benzin,Crossover,Turuncu,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Belirtilmemiş,,Sahibinden,18000,820.000 TL
25275974,03 Mayıs 2024,Volkswagen,Tiguan,1.5 TSI R-Line,2022,22.000 km,Yarı Otomatik,Benzin,Crossover,Mavi,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,7 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,2.150.000 TL
25275132,03 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Urban,2022,13.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.190.000 TL
25273885,03 Mayıs 2024,Dacia,Duster,1.5 BlueDCI Comfort,2022,18.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,115 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.140.000 TL
25273736,03 Mayıs 2024,Opel,Crossland,1.5 T Edition,2022,27.000 km,Otomatik,Dizel,Crossover,Füme,1499 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,Tamamı orjinal,,Sahibinden,,1.220.000 TL
25275480,03 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,58.500 km,Düz,Benzin,Crossover,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,,817.000 TL
25275324,03 Mayıs 2024,Opel,Grandland,1.5 D Turbo Ultimate,2022,42.000 km,Otomatik,Dizel,Crossover,Mavi (metalik),1499 cc,130 hp,Önden Çekiş,İkinci El,"3,9 lt",53 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.519.900 TL
25274732,03 Mayıs 2024,Dacia,Duster,1.0 ECO-G Expression,2022,4.300 km,Düz,LPG & Benzin,Crossover,Diğer,999 cc,100 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,-,Sahibinden,,1.050.000 TL
25274851,03 Mayıs 2024,Toyota,C-HR,1.8 Hybrid Passion X-Pack,2022,22.000 km,Otomatik,Hibrit,Crossover,Mor,1798 cc,98 hp,Önden Çekiş,İkinci El,"3,8 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.489.900 TL
25274678,03 Mayıs 2024,Opel,Crossland,1.5 T Edition,2022,28.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.199.000 TL
25269594,03 Mayıs 2024,Fiat,Egea Cross,1.6 Multijet Lounge,2022,45.000 km,Yarı Otomatik,Dizel,Crossover,Gri (metalik),1598 cc,130 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.160.000 TL
25271507,03 Mayıs 2024,Dacia,Duster,1.0 ECO-G Prestige,2022,41.850 km,Düz,LPG & Benzin,Crossover,Füme,999 cc,100 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,927.000 TL
24131529,03 Mayıs 2024,Skoda,Kamiq,1.5 TSI Premium,2022,28.500 km,Yarı Otomatik,Benzin,Crossover,Gri,1498 cc,150 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,,Sahibinden,,1.425.000 TL
25270779,03 Mayıs 2024,Citroen,C3 Aircross,1.5 BlueHDI Feel Bold,2022,6.001 km,Otomatik,Dizel,Crossover,Gri,1499 cc,122 hp,Önden Çekiş,İkinci El,4 lt,45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.175.000 TL
25270567,03 Mayıs 2024,Opel,Crossland,1.5 T Edition,2022,48.950 km,Otomatik,Dizel,Crossover,Gri,1499 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.310.000 TL
23557116,03 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,19.000 km,Düz,Benzin,Crossover,Kırmızı,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Belirtilmemiş,,Sahibinden,,880.000 TL
25270543,03 Mayıs 2024,Fiat,Egea Cross,1.4 Fire Urban,2022,26.800 km,Düz,Benzin,Crossover,Füme,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,810.000 TL
25269389,03 Mayıs 2024,Volkswagen,Taigo,1.0 TSI R Line,2022,19.000 km,Yarı Otomatik,Benzin,Crossover,Yeşil (metalik),999 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Belirtilmemiş,,Sahibinden,,1.340.000 TL
25268705,03 Mayıs 2024,Opel,Crossland,1.2 T Essential,2022,24.400 km,Düz,Benzin,Crossover,Beyaz,1199 cc,130 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Tamamı orjinal,,Sahibinden,,900.000 TL
25272424,03 Mayıs 2024,Ford,Kuga,1.5 EcoBlue Titanium,2022,35.000 km,Otomatik,Dizel,Crossover,Siyah,1498 cc,120 hp,Önden Çekiş,İkinci El,"4,4 lt",54 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.675.000 TL
